Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_jeemains.in,URL_jeemains.in,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
iim eligibility criteria,1,TOP SITE,06-12-2021,https://www.iima.ac.in/web/pgp/apply/domestic/admission/selection-process,28,https://collegedunia.com/exams/cat/eligibility,,,4,https://www.shiksha.com/mba/articles/iim-shortlist-selection-admission-criteria-blogId-18787,2,https://bschool.careers360.com/hi/articles/iim-admission-criteria,20,https://www.collegedekho.com/articles/iim-selection-criteria-cat-score-requirements-for-iim-seats/,65,https://jeemains.in/indian-institute-of-management-indore-25665-admission/,47,https://admission.aglasem.com/iim-selection-criteria/,56,https://byjus.com/free-cat-prep/eligibility-criteria-for-cat-exam/,35,https://www.fresherslive.com/education/cat-eligibility-criteria,,,,,,,459,Main_Research_Sheet,1000,Eligibility,,Main_Research_Sheet-part_1
wat iim,1,TOP SITE,06-12-2021,https://www.mbauniverse.com/wat-for-iims,3,https://collegedunia.com/exams/cat/wat-in-iims,,,21,https://www.shiksha.com/mba/articles/iim-lucknow-shortlist-admission-criteria-blogId-18509,9,https://bschool.careers360.com/articles/how-prepare-for-ipmat-wat-and-pi,4,https://www.collegedekho.com/articles/wat-tips-and-topics-for-mba-admission/,,,65,https://news.aglasem.com/cat-2021-result-date/,18,https://byjus.com/free-cat-prep/importance-of-wat-in-iim-selection/,,,,,78,https://leverageedu.com/blog/toughest-exams-in-the-world/,,,465,Main_Research_Sheet,210,General,,Main_Research_Sheet-part_1
Acharya Institute of Technology placement,1,TOP SITE,06-12-2021,https://acharya.ac.in/placement,3,https://collegedunia.com/college/12715-acharya-institute-of-technology-ait-bangalore/placement,,,2,https://www.shiksha.com/college/ait-acharya-institute-of-technology-hessarghatta-road-bangalore-3156/placement,6,https://www.careers360.com/colleges/acharya-institute-of-technology-bangalore/placement,14,https://www.collegedekho.com/colleges/placement-acharya-institutes,47,https://jeemains.in/acharya-institute-of-technology-12715-about/,60,https://admission.aglasem.com/acharya-institute-of-technology-admission/,,,,,29,https://www.embibe.com/ask/question/acharya-institute-of-technology-ait-bangalore-placements-443,,,,,887,Main_Research_Sheet,590,Placement,,Main_Research_Sheet-part_1
Acharya Institute of Technology ranking,1,TOP SITE,06-12-2021,https://www.shiksha.com/college/ait-acharya-institute-of-technology-hessarghatta-road-bangalore-3156,5,https://collegedunia.com/college/12715-acharya-institute-of-technology-ait-bangalore/courses-fees,,,1,https://www.shiksha.com/college/ait-acharya-institute-of-technology-hessarghatta-road-bangalore-3156,3,https://www.careers360.com/colleges/acharya-institute-of-technology-bangalore,7,https://www.collegedekho.com/colleges/acharya-institutes,,,,,,,26,https://www.fresherslive.com/education/acharya-institute-of-technology-bangalore-admission-108859,45,https://www.embibe.com/ask/question/mining-admission-in-acharya-institute-of-technology-ait-bangalore-karnataka-589,,,,,888,Main_Research_Sheet,320,Ranking,,Main_Research_Sheet-part_1
Acharya Institute of Technology ranking,1,shiksha.com,06-12-2021,https://www.shiksha.com/college/ait-acharya-institute-of-technology-hessarghatta-road-bangalore-3156,5,https://collegedunia.com/college/12715-acharya-institute-of-technology-ait-bangalore/courses-fees,,,1,https://www.shiksha.com/college/ait-acharya-institute-of-technology-hessarghatta-road-bangalore-3156,3,https://www.careers360.com/colleges/acharya-institute-of-technology-bangalore,7,https://www.collegedekho.com/colleges/acharya-institutes,,,,,,,26,https://www.fresherslive.com/education/acharya-institute-of-technology-bangalore-admission-108859,45,https://www.embibe.com/ask/question/mining-admission-in-acharya-institute-of-technology-ait-bangalore-karnataka-589,,,,,888,Main_Research_Sheet,320,Ranking,,Main_Research_Sheet-part_1
adamas university courses,1,TOP SITE,06-12-2021,https://adamasuniversity.ac.in/our-courses/,4,https://collegedunia.com/university/55140-adamas-university-kolkata/courses-fees,,,5,https://www.shiksha.com/university/adamas-university-kolkata-46715/courses,10,https://www.careers360.com/university/adamas-university-kolkata/courses,7,https://www.collegedekho.com/colleges/adamas-university,,,19,https://colleges.aglasem.com/adamas-university-kolkata/course-fees,,,29,https://www.fresherslive.com/education/adamas-university-admission-107955,,,,,,,889,Main_Research_Sheet,140,Course,,Main_Research_Sheet-part_1
adamas university fees,1,TOP SITE,06-12-2021,https://adamasuniversity.ac.in/,3,https://collegedunia.com/university/55140-adamas-university-kolkata/courses-fees,,,4,https://www.shiksha.com/university/adamas-university-kolkata-46715/courses,16,https://www.careers360.com/university/adamas-university-kolkata/courses,7,https://www.collegedekho.com/colleges/adamas-university,,,13,https://colleges.aglasem.com/adamas-university-kolkata/course-fees,,,51,https://www.fresherslive.com/education/adamas-university-admission-107955,,,,,,,890,Main_Research_Sheet,260,Fees,,Main_Research_Sheet-part_1
adamas university ranking,1,TOP SITE,06-12-2021,https://adamasuniversity.ac.in/our-rankings/,6,https://collegedunia.com/university/55140-adamas-university-kolkata/reviews,,,4,https://www.shiksha.com/university/adamas-university-kolkata-46715,7,https://www.careers360.com/university/adamas-university-kolkata,5,https://www.collegedekho.com/colleges/adamas-university,,,,,,,,,37,https://www.embibe.com/exams/top-engineering-colleges-in-kolkata-west-bengal/,,,,,891,Main_Research_Sheet,170,Ranking,,Main_Research_Sheet-part_1
Adikavi Nannaya University distance education,1,TOP SITE,06-12-2021,https://aknu.edu.in/,8,https://collegedunia.com/university/25345-adikavi-nannaya-university-rajahmundhry/admission,,,9,https://www.shiksha.com/university/adikavi-nannaya-university-aknudoa-rajahmundry-50956,19,https://www.careers360.com/university/adikavi-nannaya-university-rajahmundry/courses,50,https://www.collegedekho.com/articles/aknu-bed-admissions/,,,30,https://colleges.aglasem.com/adikavi-nannaya-university-rajahmundhry/course-fees,,,,,,,,,,,893,Main_Research_Sheet,210,Course,,Main_Research_Sheet-part_1
Adikavi Nannaya University fee structure,1,TOP SITE,06-12-2021,https://collegedunia.com/university/25345-adikavi-nannaya-university-rajahmundhry/courses-fees,1,https://collegedunia.com/university/25345-adikavi-nannaya-university-rajahmundhry/courses-fees,,,10,https://www.shiksha.com/university/adikavi-nannaya-university-aknudoa-rajahmundry-50956/courses/engineering-s,8,https://www.careers360.com/university/adikavi-nannaya-university-rajahmundry/courses,45,https://www.collegedekho.com/articles/adikavi-nannaya-mba-mca-admission/,,,49,https://institutes.aglasem.com/aknu/,,,,,,,,,,,894,Main_Research_Sheet,110,Fees,,Main_Research_Sheet-part_1
Adikavi Nannaya University fee structure,1,collegedunia.com,06-12-2021,https://collegedunia.com/university/25345-adikavi-nannaya-university-rajahmundhry/courses-fees,1,https://collegedunia.com/university/25345-adikavi-nannaya-university-rajahmundhry/courses-fees,,,10,https://www.shiksha.com/university/adikavi-nannaya-university-aknudoa-rajahmundry-50956/courses/engineering-s,8,https://www.careers360.com/university/adikavi-nannaya-university-rajahmundry/courses,45,https://www.collegedekho.com/articles/adikavi-nannaya-mba-mca-admission/,,,49,https://institutes.aglasem.com/aknu/,,,,,,,,,,,894,Main_Research_Sheet,110,Fees,,Main_Research_Sheet-part_1
Adikavi Nannaya University results,1,TOP SITE,06-12-2021,https://www.aknu.edu.in/Exams/results.php,11,https://collegedunia.com/news/c-25345-adikavi-nannaya-university-result,,,,,,,,,,,28,https://institutes.aglasem.com/aknu-result/,,,5,https://www.fresherslive.com/education/aknu-result-102503,81,https://www.embibe.com/exams/aknu-result/,,,,,895,Main_Research_Sheet,1600,Result,,Main_Research_Sheet-part_1
Adikavi Nannaya University syllabus,1,TOP SITE,06-12-2021,https://www.aknu.edu.in/Academics/syllabi.php,46,https://collegedunia.com/exams/aknucet/exam-pattern,,,30,https://www.shiksha.com/university/adikavi-nannaya-university-aknudoa/nannayacet-exam-syllabus,,,,,,,,,,,,,,,,,,,896,Main_Research_Sheet,320,Syllabus,,Main_Research_Sheet-part_1
ahmedabad university admission,1,TOP SITE,06-12-2021,https://ahduni.edu.in/,2,https://collegedunia.com/university/25476-ahmedabad-university-ahmedabad/admission,,,3,https://www.shiksha.com/university/ahmedabad-university-38020/admission,4,https://www.careers360.com/university/ahmedabad-university-ahmedabad/admission,65,https://www.collegedekho.com/news/sat-score-ug-admissions-ahmedabad-university-13896/,,,8,https://admission.aglasem.com/ahmedabad-university/,,,87,https://www.fresherslive.com/education/ahmedabad-university-admission-2021-110743,,,,,,,897,Main_Research_Sheet,390,Admission,,Main_Research_Sheet-part_1
ahmedabad university courses,1,TOP SITE,06-12-2021,https://ahduni.edu.in/academics/programmes/,2,https://collegedunia.com/university/25476-ahmedabad-university-ahmedabad/courses-fees,,,3,https://www.shiksha.com/university/ahmedabad-university-38020,4,https://www.careers360.com/university/ahmedabad-university-ahmedabad/courses,31,https://www.collegedekho.com/diploma-colleges-in-ahmedabad/,,,49,https://admission.aglasem.com/ahmedabad-university/,,,61,https://www.fresherslive.com/education/ahmedabad-university-admission-2021-110743,,,,,,,899,Main_Research_Sheet,390,Course,,Main_Research_Sheet-part_1
ahmedabad university cutoff,1,TOP SITE,06-12-2021,https://www.shiksha.com/university/ahmedabad-university-38020/cutoff,3,https://collegedunia.com/university/25476-ahmedabad-university-ahmedabad/cutoff,38,https://prepp.in/ssc-cgl-exam/ssc-cgl-2022,1,https://www.shiksha.com/university/ahmedabad-university-38020/cutoff,2,https://www.careers360.com/university/ahmedabad-university-ahmedabad/cut-off,13,https://www.collegedekho.com/news/ahmedabad-university-announces-admissions-2017-for-ugpg-courses-6709/,,,33,https://exams.aglasem.com/cat-2021-slot-3-question-paper-and-answer-key/,,,,,,,,,,,900,Main_Research_Sheet,260,Cut_Off,,Main_Research_Sheet-part_1
ahmedabad university cutoff,1,shiksha.com,06-12-2021,https://www.shiksha.com/university/ahmedabad-university-38020/cutoff,3,https://collegedunia.com/university/25476-ahmedabad-university-ahmedabad/cutoff,38,https://prepp.in/ssc-cgl-exam/ssc-cgl-2022,1,https://www.shiksha.com/university/ahmedabad-university-38020/cutoff,2,https://www.careers360.com/university/ahmedabad-university-ahmedabad/cut-off,13,https://www.collegedekho.com/news/ahmedabad-university-announces-admissions-2017-for-ugpg-courses-6709/,,,33,https://exams.aglasem.com/cat-2021-slot-3-question-paper-and-answer-key/,,,,,,,,,,,900,Main_Research_Sheet,260,Cut_Off,,Main_Research_Sheet-part_1
